Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳的MBTI？（選填）
BGgxxN,8Zg9lo,2023-10-27 08:35:57,我同意我的回答做為研究和設計使用,True,樹懶,國立中正大學 National Chung Cheng University (CCU),,學士,機械工程,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,1,4,萬代,4,2,3,1,沒有,,4,1,4,5,3,沒有,無,政府債券。年化回報 2-3%,3,4,2,4,2,3,2,1,"助手, 幫手, 老師, 導師, 教練, 朋友, 夥伴",,4,單純提問,4,4,4,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,3,戶外的空氣品質,4,2,汽車,2,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",True,True,False,False,False,True,False,False,False,True,False,False,False,True,,我不懂AI如何幫助我,4,3,4,4,沒有想法,INTP
eBprVQ,19gjOQ,2023-10-27 08:36:08,我同意我的回答做為研究和設計使用,True,貓,南台科技大學,南台科技大學,學士,視傳系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,3,沒有,4,3,3,2,有,,3,4,4,3,3,沒有,我沒有投資經驗,ESG環保投資基金。年化回報 2-7%,4,3,2,3,3,4,1,2,"朋友, 助手, 夥伴, 幫手, 教練, 導師, 老師",神奇寶貝,4,朋友般，友善理性溝通,4,4,4,3,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",4,3,我自己,3,3,火車,0,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 跟我的AI幫手討論環保問題, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,False,False,True,False,False,True,True,False,False,True,True,,如果免費的話我會用它,3,3,4,3,我不太知道,INFJ
5dQZGb,qR7y0O,2023-10-27 08:49:04,我同意我的回答做為研究和設計使用,True,蛇,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,自動控制系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,1,沒有,2,2,2,1,沒有,,2,4,2,2,4,沒有,沒有,房地產投資信託。年化回報 2-7%,2,1,1,1,1,1,3,1,"導師, 助手, 幫手, 教練, 夥伴, 朋友, 老師",,5,問答討論人的思考,5,5,5,5,"熱帶雨林, 濕地, 珊瑚礁, 草原, 沙漠",5,3,民退黨,3,5,走路,0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 用社交網絡認識其他環保的同學, 投資前比較公司的環保表現, 老實說我對任何環保資訊都沒有太多興趣, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",True,True,True,True,True,True,True,True,True,True,True,True,True,True,,如果免費的話我會用它,5,5,5,4,揭秘,ISTJ
9daDyK,Y4KNx0,2023-10-27 09:19:43,我同意我的回答做為研究和設計使用,True,猴子,國立成功大學 National Cheng Kung University (NCKU),,學士,水利系X航太系,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：72 台幣,5,1,3,義美,4,2,4,1,沒有,,5,4,3,4,4,沒有,無,股市基金。年化回報 5-15%,2,4,3,2,2,4,2,4,"幫手, 助手, 夥伴, 教練, 老師, 導師, 朋友",,3,問答案,5,3,3,1,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2,2,錢,4,4,"腳踏車, 走路, 機車, 火車",1,有,2,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分, 買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前比較公司的環保表現, 投資前查看AI摘要的消費者對公司環保的評論, 跟我的AI幫手討論環保問題, 如何讓我支持的公司更環保",True,True,True,True,False,True,True,True,True,True,True,True,False,True,,如果免費的話我會用它,2,2,5,5,消費行為,ESFJ
1rxlXM,kNQM8e,2023-10-27 09:20:42,我同意我的回答做為研究和設計使用,True,兔子,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,英文,我還在就讀！,我是台灣人啊 🇹🇼！,24.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,1,無,5,3,1,1,有,因為有出新聞,2,5,5,4,2,沒有,無,股市基金。年化回報 5-15%,2,4,2,2,2,5,3,3,"導師, 幫手, 助手, 教練, 夥伴, 老師, 朋友",,2,問課業,5,4,3,1,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,2,🈚️,2,2,摩托車,2,沒有,2,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,1,1,1,2,不清楚,ISFP
VZdZ4j,z7RaAg,2023-10-27 09:46:47,我同意我的回答做為研究和設計使用,True,蛇,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,行銷流通系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,3,5,目前並沒有,5,4,3,1,沒有,,3,5,4,5,2,沒有,無,房地產投資信託。年化回報 2-7%,4,3,5,1,2,5,1,1,"助手, 幫手, 夥伴, 朋友, 教練, 老師, 導師",,4,當有問題時他會給出自己的意見,4,4,3,5,"濕地, 熱帶雨林, 珊瑚礁, 草原, 沙漠",4,3,家人,4,1,"走路, 火車",0,沒有,3,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,3,3,5,4,填問卷回饋,ENTP
eBpBYl,4KDgY5,2023-10-27 09:48:07,我同意我的回答做為研究和設計使用,True,貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,行流系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,5,沒有,5,3,3,1,沒有,,5,5,5,4,3,沒有,沒有,股市基金。年化回報 5-15%,2,4,4,3,3,2,5,3,"助手, 幫手, 導師, 老師, 教練, 朋友, 夥伴",,3,聲控,5,5,4,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,3,地球暖化,5,4,"火車, 走路, 公車",0,有,2,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境",False,True,False,False,False,True,False,True,False,False,False,True,False,False,,每月99台幣,4,4,4,5,購買商品,INFJ
5dQdGv,vPvQb8,2023-10-27 10:10:58,我同意我的回答做為研究和設計使用,True,兔子,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,財務金融系,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4,4,5,太和工房,5,3,5,3,沒有,,4,3,4,5,4,有,有盈有虧,股市基金。年化回報 5-15%,4,3,3,4,4,4,2,4,"幫手, 助手, 教練, 老師, 導師, 夥伴, 朋友",,3,用最生活化的方式，避免過多的官方腔調及字眼,4,5,5,4,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3,4,家人,5,3,"機車, 腳踏車",0,有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 買東西先查看產品的運輸距離（是不是當地食品）, 投資前比較公司的環保表現, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分",True,False,False,True,False,True,True,True,False,True,False,True,False,True,,每月49台幣,4,3,4,3,創意,ESFJ
GrkZpj,O7eepg,2023-10-27 10:36:18,我同意我的回答做為研究和設計使用,True,老虎,國立臺南大學 National University of Tainan (NUTN),,學士,生物科技系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,2,2,3,有,3,1,3,1,沒有,,3,3,3,3,3,沒有,沒有投資經驗,房地產投資信託。年化回報 2-7%,3,2,2,2,2,3,2,3,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,2,問的問題可以精準回答,3,3,3,2,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",2,2,學校課程代入環保議題,3,2,汽車,1,沒有,2,跟我的AI幫手討論環保問題,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,如果免費的話我會用它,2,3,3,3,提升競爭力,ENTP
jBpWO1,xJEXLv,2023-10-27 11:05:01,我同意我的回答做為研究和設計使用,True,貓,國立臺灣大學 National Taiwan University (NTU),,碩士,財金,我還在就讀！,我是台灣人啊 🇹🇼！,26.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,2,1,3,義美,5,3,3,1,有,頂新地溝油,5,5,4,4,4,有,有,股市基金。年化回報 5-15%,3,4,4,2,3,4,4,4,"助手, 幫手, 教練, 夥伴, 朋友, 導師, 老師",,1,打字,5,4,4,1,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,2,極端氣候,4,4,"公車, 摩托車, 走路, 捷運",1,沒有,2,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",False,True,True,True,False,True,True,False,True,False,True,True,False,True,,如果免費的話我會用它,3,3,5,4,幫忙舉辦講座宣傳,ESTJ
WAg1XJ,RD1oNj,2023-10-27 13:07:03,我同意我的回答做為研究和設計使用,True,獅子,國立成功大學 National Cheng Kung University (NCKU),,碩士,科技藝術,我還在就讀！,我是台灣人啊 🇹🇼！,24.0,4,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4,1,2,Innisfree ,4,2,2,1,沒有,,3,3,2,4,4,有,不錯,股市基金。年化回報 5-15%,2,3,2,4,2,4,5,4,"幫手, 助手, 導師, 老師, 教練, 夥伴, 朋友",,1,輸入關鍵字,4,3,2,1,"濕地, 熱帶雨林, 珊瑚礁, 沙漠, 草原",2,2,塑膠袋,4,3,"摩托車, 走路",4,沒有,2,買東西先查看公司生產過程多環保,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,老實說我對任何環保資訊都沒有太多興趣,4,3,4,3,改變原有觀念,ENFJ
ylGzr0,xJEDq5,2023-10-27 13:10:19,我同意我的回答做為研究和設計使用,True,殺人鯨,"國立臺北科技大學 National Taipei University of Technology (NTUT, TaipeiTech)",,碩士,電子工程,我還在就讀！,我是台灣人啊 🇹🇼！,24.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5,2,3,Decathlon ,4,3,1,1,沒有,,4,4,4,4,4,沒有,無,股市基金。年化回報 5-15%,1,4,5,3,2,5,5,5,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",,3,給我明確有用的解答,5,4,4,4,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",4,3,新聞,4,3,摩托車,7,沒有,3,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們",False,True,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4,4,5,4,做好資源回收,ESTJ
YZgG1v,O7eRg7,2023-10-27 13:26:43,我同意我的回答做為研究和設計使用,True,刺蝟,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,視覺傳達設計系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,4,無,4,2,2,2,沒有,,4,4,2,4,2,沒有,無,政府債券。年化回報 2-3%,4,3,5,2,1,4,1,2,"朋友, 夥伴, 助手, 幫手, 老師, 導師, 教練",,2,問問題,4,4,4,2,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",2,2,動物,4,2,"走路, 公車, 火車",0,有,2,"買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,True,False,False,False,True,False,False,False,False,True,False,,如果免費的話我會用它,3,3,4,4,人多力量大,INFJ
1rx411,N79zQG,2023-10-28 07:19:46,我同意我的回答做為研究和設計使用,True,蒼鷺,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,視覺傳達設計系/動畫組,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,1,1,5,Uniqlo,3,2,3,2,沒有,,3,5,1,2,2,有,有賺有賠,股市基金。年化回報 5-15%,3,1,4,1,4,4,2,2,"助手, 幫手, 夥伴, 朋友, 老師, 導師, 教練",,5,朋友的方式,2,4,3,2,"珊瑚礁, 濕地, 沙漠, 草原, 熱帶雨林",1,2,幼稚園,3,4,機車,1,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論, 跟我的AI幫手討論環保問題, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,True,False,True,False,False,True,False,False,False,True,False,,如果免費的話我會用它,2,3,4,3,呃…不知道,INFP
1ryKWb,g9VLAK,2023-10-28 15:01:29,我同意我的回答做為研究和設計使用,True,刺蝟,銘傳大學 Ming Chuan University (MCU),,學士,商業設計學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2,3,4,Tony’s chocolate ,5,4,4,2,沒有,,4,4,4,4,4,沒有,無,股市基金。年化回報 5-15%,3,2,4,2,4,4,4,3,"助手, 幫手, 朋友, 老師, 夥伴, 導師, 教練",,4,上網查詢相關問題,5,5,4,3,"珊瑚礁, 沙漠, 熱帶雨林, 草原, 濕地",4,2,看見大量的垃圾被排放,5,4,走路,0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",True,False,False,False,False,True,False,True,False,True,False,False,False,True,,每月49台幣,3,4,4,3,抗議行動,ENFJ
AlGbMy,Vza98N,2023-10-28 16:50:57,我同意我的回答做為研究和設計使用,True,貓,國立東華大學 National Dong Hwa University (NDHU),,學士,族群關係與文化學系,我還在就讀！,我是台灣人啊 🇹🇼！,22.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,3,1,無,3,3,3,1,沒有,,5,5,1,1,1,沒有,無,股市基金。年化回報 5-15%,1,2,5,1,1,3,1,2,"助手, 幫手, 教練, 老師, 夥伴, 導師, 朋友",,1,無,4,3,3,2,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",3,2,身邊的人,3,2,機車,0,沒有,3,"買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",False,False,True,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,2,2,4,3,抵制,INFP
24gAeD,xJ7OEd,2023-10-29 06:09:35,我同意我的回答做為研究和設計使用,True,熊貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,行銷與流通管理系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,2,4,無,5,1,5,1,沒有,,5,5,4,4,3,沒有,無,股市基金。年化回報 5-15%,4,2,4,2,2,4,2,3,"幫手, 助手, 朋友, 夥伴, 教練, 老師, 導師",,4,無,4,5,5,3,"熱帶雨林, 珊瑚礁, 沙漠, 濕地, 草原",4,4,家人,4,3,火車,0,沒有,3,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",False,True,False,False,False,True,False,False,False,True,False,True,False,True,,每月99台幣,4,4,4,4,同心協力進行,INFP
NA994W,ro9LR5,2023-10-29 15:49:50,我同意我的回答做為研究和設計使用,True,貓,國立臺南大學 National University of Tainan (NUTN),,學士,材料,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,5,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1,1,3,有,3,1,2,1,沒有,,5,4,4,5,3,有,我買了能信任的人推薦的股票,股市基金。年化回報 5-15%,1,4,1,3,2,1,5,4,"幫手, 朋友, 助手, 導師, 老師, 教練, 夥伴",,3,問它網路上不好察到的問題；請它寫故事、笑話、謎題給我娛樂；測試它對既定的事實是否認知正確,1,5,5,2,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",1,3,自我,4,4,走路,0,沒有,4,跟我的AI幫手討論環保問題,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,我不懂AI如何幫助我,4,2,5,4,偏好購買環保的產品,不知道
g5pqZP,D7ELVp,2023-10-29 17:30:47,我同意我的回答做為研究和設計使用,True,蝸牛,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,多媒體與電腦娛樂科學系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1,1,3,心樸市集,5,3,2,1,有,此公司危害食安，以抵制這種行為讓公司更能意識到執行此行為的後果,4,5,5,5,2,沒有,只有買基金,股市基金。年化回報 5-15%,2,3,2,2,4,4,5,4,"幫手, 助手, 老師, 教練, 導師, 夥伴, 朋友",,4,以具體描述的句子，偶而會以邏輯進行辯論或反問,4,4,3,2,"珊瑚礁, 熱帶雨林, 沙漠, 草原, 濕地",2,2,金錢/價格、健康,4,3,"走路, 腳踏車, 公車",0,沒有,3,"每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前查看公司的環保認證和生態評分, 投資前查看AI摘要的消費者對公司環保的評論, 買東西先尋找有機產品, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先查看公司生產過程多環保, 買東西先查看產品的運輸距離（是不是當地食品）",True,True,False,True,False,True,True,True,False,True,False,True,False,False,,每月199台幣,3,3,3,4,成為股東？,INFP
1rzOqg,D7R4qR,2023-10-30 06:28:26,我同意我的回答做為研究和設計使用,True,狼,國立成功大學 National Cheng Kung University (NCKU),,碩士,航太系,我還在就讀！,我是台灣人啊 🇹🇼！,25.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,1,3,無,2,2,3,1,有,,4,4,5,3,2,沒有,無,股市基金。年化回報 5-15%,3,3,4,2,3,4,4,2,"老師, 助手, 幫手, 教練, 導師, 夥伴, 朋友",,3,無,5,4,4,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3,3,動物,3,3,摩托車,0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",True,False,False,False,False,True,True,False,False,False,False,False,False,False,,如果免費的話我會用它,3,3,4,3,不知道,ISTJ
AlY9PD,X46kML,2023-10-30 16:17:38,我同意我的回答做為研究和設計使用,True,貓,逢甲大學 Feng Chia University (FCU),,學士,自動控制工程學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2,1,4,不確定你說的範圍,3,2,2,2,沒有,,4,5,3,4,4,有,股票、定期定額,股市基金。年化回報 5-15%,4,1,2,1,5,4,2,4,"助手, 幫手, 教練, 夥伴, 朋友, 老師, 導師",,5,提問式,5,5,1,1,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2,4,自己看的書籍,4,4,"走路, 腳踏車",0,沒有,2,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 跟我的AI幫手討論環保問題",True,False,False,False,False,True,False,False,True,False,False,False,False,False,,每月199台幣,3,2,3,3,不確定,
