Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳是哪裡的？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳有加入過什麼學生社團嗎？（選填）,你/妳最擔心什麼？（任何問題都可以，選填）,啟發你/妳的是？（什麼都可以，選填）,你/妳的MBTI？（選填）,有意見（選填）？
oAgJRP,d94X4A,2023-10-27 04:23:26,我同意我的回答做為研究和設計使用,True,貓咪,國立臺南大學 National University of Tainan (NUTN),,學士,行政管理,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,3.0,看買的東西是什麼,4.0,4.0,3.0,2.0,有,有發生過食安問題,3.0,5.0,4.0,2.0,2.0,有,還不錯,股市基金。年化回報 5-15%,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,"幫手, 助手, 導師, 老師, 朋友, 教練, 夥伴",,2.0,問問題互動,5.0,4.0,4.0,2.0,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",2.0,2.0,家人,4.0,4.0,"走路, 機車",1.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",True,True,False,False,False,True,False,False,False,True,False,True,False,True,,如果免費的話我會用它,2.0,4.0,5.0,3.0,抵制,,沒錢 畢業後找不到工作,,ENFP,
DVb8QN,jlqqA1,2023-10-27 04:47:41,我同意我的回答做為研究和設計使用,True,貓,國立臺南大學 National University of Tainan (NUTN),,學士,應用數學系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,3.0,義美,2.0,3.0,2.0,2.0,有,新聞播報過它有食安問題，對健康有害,3.0,5.0,4.0,2.0,3.0,沒有,無,政府債券。年化回報 2-3%,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,"助手, 幫手, 夥伴, 朋友, 老師, 導師, 教練",,2.0,用解決問題導向的方式,3.0,4.0,3.0,2.0,"濕地, 珊瑚礁, 熱帶雨林, 草原, 沙漠",2.0,3.0,騎機車，燃汽油排放的氣體,3.0,3.0,機車,0.0,沒有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先查看產品的運輸距離（是不是當地食品）, 投資前查看公司的環保認證和生態評分",True,False,False,False,False,True,True,False,False,True,False,True,False,False,,如果免費的話我會用它,3.0,3.0,3.0,3.0,邀請同事使用環保餐具,領袖社,,,ISFP,
42EMQk,JOZZ5K,2023-10-27 05:59:15,我同意我的回答做為研究和設計使用,True,貓,國立臺南大學 National University of Tainan (NUTN),,學士,生物科技,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,4.0,Nike,3.0,3.0,2.0,2.0,有,味全黑心油事件,5.0,4.0,3.0,4.0,3.0,沒有,沒有,房地產投資信託。年化回報 2-7%,2.0,4.0,1.0,3.0,2.0,4.0,1.0,4.0,"幫手, 助手, 夥伴, 朋友, 教練, 老師, 導師",,1.0,講話,5.0,5.0,5.0,4.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,1.0,國小的自然課,4.0,3.0,"摩托車, 公車, 汽車",6.0,沒有,2.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分",False,True,False,False,False,True,False,True,False,True,False,False,False,False,,每月99台幣,3.0,3.0,4.0,,,,,,INTP,
kYp95M,RD6N7J,2023-10-27 07:44:54,我同意我的回答做為研究和設計使用,True,蠍子,國立成功大學 National Cheng Kung University (NCKU),,碩士,民航所,我還在就讀！,我是台灣人啊 🇹🇼！,,23.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4.0,3.0,2.0,有,4.0,2.0,3.0,2.0,有,味全地溝油事件,4.0,5.0,3.0,2.0,2.0,有,穩定存基金,股市基金。年化回報 5-15%,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,"幫手, 助手, 夥伴, 朋友, 老師, 導師, 教練",,2.0,一個口令一個動作,4.0,4.0,4.0,3.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2.0,2.0,環境污染程度,3.0,3.0,摩托車,2.0,沒有,2.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司生產過程多環保",False,True,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,2.0,2.0,4.0,2.0,透過加入企業的意願,,,,INFP,
rlpag5,d94OGV,2023-10-27 08:00:34,我同意我的回答做為研究和設計使用,True,鹿,國立成功大學 National Cheng Kung University (NCKU),,碩士,食品,我還在就讀！,我是台灣人啊 🇹🇼！,,23.0,1.0,價格：700 台幣 / 公斤。強迫勞工的概率：2%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5.0,4.0,4.0,義美,5.0,4.0,4.0,2.0,沒有,,3.0,2.0,3.0,3.0,2.0,有,普通,ESG環保投資基金。年化回報 2-7%,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,"助手, 幫手, 夥伴, 朋友, 導師, 老師, 教練",,3.0,打字,4.0,4.0,4.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3.0,2.0,新聞,4.0,3.0,"腳踏車, 公車, 走路",13.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分",False,True,False,False,False,True,False,False,False,True,False,False,False,False,,每月49台幣,3.0,3.0,4.0,4.0,履行節能減碳,,,,ENFJ,覺得有些用詞選項重複，有些語句有點不太順暢讓人會不太理解想要表達的意思，謝謝
KMgxoz,8Zg9xY,2023-10-27 08:11:41,我同意我的回答做為研究和設計使用,True,貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,資工,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3.0,2.0,3.0,Apple,4.0,3.0,2.0,1.0,有,出事,4.0,3.0,3.0,3.0,3.0,沒有,無,政府債券。年化回報 2-3%,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,"導師, 老師, 助手, 幫手, 教練, 夥伴, 朋友",老師,4.0,打字 圖片,4.0,3.0,4.0,2.0,"熱帶雨林, 濕地, 珊瑚礁, 草原, 沙漠",3.0,3.0,車輛,4.0,3.0,走路,0.0,沒有,4.0,"買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分",False,False,False,False,False,False,False,True,False,True,False,False,False,False,,如果免費的話我會用它,4.0,4.0,3.0,3.0,無,,無,,不知道,
BGgp14,g9xBG1,2023-10-27 08:13:30,我同意我的回答做為研究和設計使用,True,貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,機械工程系,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3.0,1.0,3.0,Canon,3.0,3.0,3.0,2.0,沒有,,3.0,3.0,3.0,3.0,3.0,沒有,無,政府債券。年化回報 2-3%,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"老師, 夥伴, 導師, 助手, 幫手, 教練, 朋友",,2.0,無想法,4.0,4.0,3.0,3.0,"草原, 熱帶雨林, 濕地, 珊瑚礁, 沙漠",2.0,3.0,碳足跡,3.0,3.0,"火車, 摩托車",1.0,有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先尋找有機產品",True,False,False,False,False,False,False,True,False,False,False,False,False,False,,如果免費的話我會用它,3.0,3.0,3.0,3.0,消費行為,攝影社,無,無,INFJ,沒有意見
9daZlX,2Kg2Nb,2023-10-27 08:14:44,我同意我的回答做為研究和設計使用,True,狗,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,企業管理係,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,5.0,2.0,3.0,統一企業,3.0,4.0,2.0,1.0,沒有,,4.0,5.0,5.0,5.0,3.0,沒有,沒有,房地產投資信託。年化回報 2-7%,3.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",,2.0,沒想法,4.0,5.0,3.0,4.0,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",3.0,3.0,身邊的朋友,4.0,4.0,"機車, 汽車",0.0,沒有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 用社交網絡認識其他環保的同學, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保",True,True,False,False,True,True,False,False,False,True,False,False,False,True,,如果免費的話我會用它,3.0,3.0,5.0,4.0,最直接的支持公司或抵制公司,火舞社,穩定的生活能持續多久,,不知道,
YZgGl0,l69pzk,2023-10-27 08:15:15,我同意我的回答做為研究和設計使用,True,渡鴉,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,多媒體與電腦娛樂科學系,,我是台灣人啊 🇹🇼！,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAXe5Y,97g8oY,2023-10-27 08:16:42,我同意我的回答做為研究和設計使用,True,蛇,長榮大學 Chang Jung Christian University (CJCU),,學士,大傳,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4.0,1.0,4.0,無,5.0,1.0,2.0,1.0,有,地溝油,1.0,5.0,3.0,5.0,5.0,有,黃金、股票,股市基金。年化回報 5-15%,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,"幫手, 助手, 夥伴, 朋友, 教練, 導師, 老師",,4.0,打字,3.0,3.0,3.0,3.0,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",1.0,1.0,金錢,3.0,1.0,"摩托車, 走路",2.0,沒有,1.0,"買東西先了解我吃的動物性食品，動物的生活環境, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,False,False,False,False,False,False,False,False,True,True,False,,如果免費的話我會用它,1.0,1.0,5.0,5.0,無法,系學會、熱音社,有沒有錢,夢想,ENFP,
OAgXyK,RD6Ov4,2023-10-27 08:17:25,我同意我的回答做為研究和設計使用,True,浣熊,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,碩士,電機,我還在就讀！,我是台灣人啊 🇹🇼！,,23.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,4.0,2.0,3.0,統一,4.0,3.0,3.0,1.0,有,黑心油,4.0,4.0,3.0,3.0,3.0,沒有,沒有,股市基金。年化回報 5-15%,2.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,"助手, 幫手, 夥伴, 導師, 老師, 教練, 朋友",,1.0,討論code,4.0,4.0,3.0,3.0,"珊瑚礁, 草原, 濕地, 熱帶雨林, 沙漠",4.0,3.0,我住在海邊,4.0,4.0,走路,0.0,沒有,3.0,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,3.0,3.0,4.0,3.0,問卷,,,,,
42q7L5,a2PW6y,2023-10-27 08:17:43,我同意我的回答做為研究和設計使用,True,貓,國立嘉義大學 National Chiayi University (NCYU),,學士,資工,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1.0,1.0,2.0,沒有,5.0,1.0,1.0,2.0,沒有,,4.0,2.0,2.0,2.0,3.0,沒有,完全沒有,股市基金。年化回報 5-15%,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,"助手, 幫手, 導師, 老師, 夥伴, 朋友, 教練",,4.0,用平等的語氣，視其為一個“人”，就像跟朋友說話一樣,3.0,2.0,2.0,1.0,"珊瑚礁, 濕地, 草原, 沙漠, 熱帶雨林",4.0,1.0,自己方便為準則，但如果可以盡量環保,2.0,4.0,"公車, 腳踏車, 走路",0.0,沒有,4.0,跟我的AI幫手討論環保問題,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,如果免費的話我會用它,4.0,1.0,4.0,2.0,我不知道,,,,INFP,
zKOMo1,Q7aGvG,2023-10-27 08:20:30,我同意我的回答做為研究和設計使用,True,樹懶,國立中正大學 National Chung Cheng University (CCU),,學士,機械工程,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2glo4,6ZzqQA,2023-10-27 08:21:26,,,狐狸 鼠,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,,視覺傳達商業設計,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,3.0,3.0,沒有,4.0,3.0,3.0,2.0,,,2.0,4.0,,3.0,3.0,沒有,沒有投資,加密貨幣。高度變動性，每年最高可達 50% 或更多,4.0,3.0,3.0,,,3.0,1.0,2.0,"助手, 幫手, 夥伴, 朋友, 導師, 老師",,4.0,聊天,4.0,4.0,4.0,3.0,"熱帶雨林, 濕地, 珊瑚礁, 草原, 沙漠",4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dWLAP,ABOkxl,2023-10-27 08:22:24,我同意我的回答做為研究和設計使用,True,狼,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,多媒體,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2.0,1.0,3.0,統一,3.0,3.0,3.0,1.0,沒有,,3.0,3.0,3.0,2.0,2.0,沒有,沒有,股市基金。年化回報 5-15%,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"幫手, 助手, 老師, 導師, 教練, 夥伴, 朋友",,4.0,不知道,4.0,3.0,3.0,4.0,"珊瑚礁, 熱帶雨林, 沙漠, 草原, 濕地",2.0,3.0,身上的金錢量,3.0,1.0,走路,0.0,沒有,3.0,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,3.0,3.0,4.0,3.0,我不知道,沒有,能不能畢業,,INFP,
VZdPdv,RD6O84,2023-10-27 08:29:05,我同意我的回答做為研究和設計使用,True,貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,多媒體與電腦娛樂科學系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,4.0,Wacom,3.0,4.0,3.0,3.0,有,食安問題,3.0,4.0,3.0,2.0,3.0,沒有,無,股市基金。年化回報 5-15%,2.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,"助手, 朋友, 幫手, 夥伴, 導師, 教練, 老師",,4.0,我提問，他回答,2.0,2.0,2.0,4.0,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",3.0,3.0,無,3.0,3.0,走路,0.0,沒有,3.0,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,老實說我對任何環保資訊都沒有太多興趣,3.0,2.0,4.0,3.0,不知道,漫研社,大學畢業專題,,INTP,
rlpO02,a2PWxW,2023-10-27 08:33:37,我同意我的回答做為研究和設計使用,True,無尾熊,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,多媒體電腦科學娛樂,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,4.0,1.0,2.0,chris farrell,4.0,3.0,2.0,1.0,有,因為食安與人權問題,4.0,4.0,3.0,2.0,2.0,有,跟家人一起買的股票,房地產投資信託。年化回報 2-7%,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,"助手, 夥伴, 導師, 幫手, 老師, 朋友, 教練",,2.0,先下達一個指令，確認方向正確後再逐漸增加細節,5.0,5.0,4.0,2.0,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",3.0,2.0,高中老師,4.0,3.0,走路,0.0,沒有,1.0,"買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",False,False,True,False,False,True,False,False,False,True,False,True,False,True,,每月99台幣,3.0,3.0,5.0,2.0,社交媒體 網路發聲,,我不擔心我喜歡順其自然,他國對待動物的態度,INFP,希望各國都不要再虐殺流浪動物了！地球是所有生物的！
BGgxxN,8Zg9lo,2023-10-27 08:35:57,我同意我的回答做為研究和設計使用,True,樹懶,國立中正大學 National Chung Cheng University (CCU),,學士,機械工程,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2.0,1.0,4.0,萬代,4.0,2.0,3.0,1.0,沒有,,4.0,1.0,4.0,5.0,3.0,沒有,無,政府債券。年化回報 2-3%,3.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,"助手, 幫手, 老師, 導師, 教練, 朋友, 夥伴",,4.0,單純提問,4.0,4.0,4.0,3.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4.0,3.0,戶外的空氣品質,4.0,2.0,汽車,2.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",True,True,False,False,False,True,False,False,False,True,False,False,False,True,,我不懂AI如何幫助我,4.0,3.0,4.0,4.0,沒有想法,沒,能不能找到好工作,,INTP,
5dQZGb,qR7y0O,2023-10-27 08:49:04,我同意我的回答做為研究和設計使用,True,蛇,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,自動控制系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,1.0,沒有,2.0,2.0,2.0,1.0,沒有,,2.0,4.0,2.0,2.0,4.0,沒有,沒有,房地產投資信託。年化回報 2-7%,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,"導師, 助手, 幫手, 教練, 夥伴, 朋友, 老師",,5.0,問答討論人的思考,5.0,5.0,5.0,5.0,"熱帶雨林, 濕地, 珊瑚礁, 草原, 沙漠",5.0,3.0,民退黨,3.0,5.0,走路,0.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 用社交網絡認識其他環保的同學, 投資前比較公司的環保表現, 老實說我對任何環保資訊都沒有太多興趣, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",True,True,True,True,True,True,True,True,True,True,True,True,True,True,,如果免費的話我會用它,5.0,5.0,5.0,4.0,揭秘,沒有,沒有,沒有,ISTJ,沒有
42q7gA,4KDZyO,2023-10-27 08:56:06,我同意我的回答做為研究和設計使用,True,麻雀,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,視覺傳達,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,,價格：700 台幣 / 公斤。強迫勞工的概率：2%,2.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de5yZ,bWDjqL,2023-10-27 09:14:38,我同意我的回答做為研究和設計使用,True,貓,輔仁大學 Fu Jen Catholic University (FJU),,學士,公衛系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3.0,5.0,3.0,無特別,4.0,3.0,,1.0,沒有,食安問題,2.0,,4.0,5.0,3.0,沒有,無,房地產投資信託。年化回報 2-7%,2.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,"助手, 夥伴, 幫手, 朋友, 老師, 教練, 導師",,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
